RESPONDENT_ID,StartDate,EndDate,RecordedDate,Status,Progress,durationinseconds,Finished,IPAddress,ResponseId,LocationLatitude,LocationLongitude,Meta_Info_Browser,Meta_Info_Version,Meta_Info_Operating_System,Meta_Info_Resolution,DistributionChannel,UserLanguage,RelevantIDDuplicate,RelevantIDDuplicateScore,RelevantIDFraudScore,Q_RelevantIDLastStartDate,SC0,consent,pre_informed,pre_trust_1,pre_trust_2,pre_trust_3,pre_trust_4,pre_trust_5,pre_trust_6,pre_learning_1,pre_learning_2,pre_risk_1,pre_risk_2,Media_use_1,Media_use_2,Media_use_3,Media_use_4,Media_use_5,Media_use_6,Media_use_7,Film_Clip_Instructio,source_blkwo_bright_1,source_blkwo_bright_2,source_blkwo_bright_3,source_blkwo_bright_4,source_blkwo_bright_5,source_blkwo_bright_6,view_blkwo_bright_1,view_blkwo_bright_2,view_blkwo_bright_3,source_blkwo_stancil_1,source_blkwo_stancil_2,source_blkwo_stancil_3,source_blkwo_stancil_4,source_blkwo_stancil_5,source_blkwo_stancil_6,view_blkwo_stancil_1,view_blkwo_stancil_2,view_blkwo_stancil_3,source_blkman_lyles_1,source_blkman_lyles_2,source_blkman_lyles_3,source_blkman_lyles_4,source_blkman_lyles_5,source_blkman_lyles_6,view_blkman_lyles_1,view_blkman_lyles_2,view_blkman_lyles_3,source_blkma_pyr_1,source_blkma_pyr_2,source_blkma_pyr_3,source_blkma_pyr_4,source_blkma_pyr_5,source_blkma_pyr_6,view_blkma_pyronneau_1,view_blkma_pyronneau_2,view_blkma_pyronneau_3,source_whtwo_Behrman_1,source_whtwo_Behrman_2,source_whtwo_Behrman_3,source_whtwo_Behrman_4,source_whtwo_Behrman_5,source_whtwo_Behrman_6,view_whtwo_behrman_1,view_whtwo_behrman_2,view_whtwo_behrman_3,source_whtwo_gallagh_1,source_whtwo_gallagh_2,source_whtwo_gallagh_3,source_whtwo_gallagh_4,source_whtwo_gallagh_5,source_whtwo_gallagh_6,view_whtwo_gallagher_1,view_whtwo_gallagher_2,view_whtwo_gallagher_3,source_whtman_gansky_1,source_whtman_gansky_2,source_whtman_gansky_3,source_whtman_gansky_4,source_whtman_gansky_5,source_whtman_gansky_6,view_whtman_gansky_1,view_whtman_gansky_2,view_whtman_gansky_3,source_whtman_keatin_1,source_whtman_keatin_2,source_whtman_keatin_3,source_whtman_keatin_4,source_whtman_keatin_5,source_whtman_keatin_6,view_whtman_keating_1,view_whtman_keating_2,view_whtman_keating_3,transport_david_1,transport_david_2,transport_david_3,identification_david_1,identification_david_2,identification_david_3,identification_david_4,identification_david_5,post_knowledge_david_1,post_knowledge_david_2,post_knowledge_david_3,transport_ruthie_1,transport_ruthie_2,transport_ruthie_3,identification_ruthie_1,identification_ruthie_2,identification_ruthie_3,identification_ruthie_4,identification_ruthie_5,post_knowledge_ruthie_1,post_knowledge_ruthie_2,post_knowledge_ruthie_3,post_interested,post_questions,post_interest_1,post_interest_2,post_interest_3,post_risk_1,post_risk_2,race_film_1,race_film_2,race_film_3,race_film_4,moralgrand_prestige_1,moralgrand_prestige_2,moralgrand_prestige_3,moralgrand_prestige_4,needtobelong_1,needtobelong_2,needtobelong_3,needtobelong_4,needtobelong_5,Racial_Thermometer_1,Racial_Thermometer_2,Racial_Thermometer_3,Racial_Thermometer_4,Racial_Thermometer_5,Racial_Thermometer_6,Racial_Thermometer_7,Racial_Thermometer_8,Racial_Thermometer_9,Racial_Thermometer_10,science_major,science_experience_1,science_experience_2,science_experience_3,science_experience_4,science_experience_99,science_experience_2_TEXT,science_experience_4_TEXT,born_again,recall,open_ended_TEXT,gender,age,zip,region,ethnicity,hispanic,children,division,education,employment,familial_origin,home,income,licensed_driver,marital,military_status,msa,neighborhood,political_ideology,political_party_preference,religiosity,religious_identity,sexual_orientation,state,voter_registration_usa,BLKWO_Bright_Ruthie_Science,BLKWO_Bright_Ruthie_Culture,BLKWO_Bright_David_Science,BLKWO_Bright_David_Culture,BLKWO_Stancil_Ruthie_Culture,BLKWO_Stancil_David_Science,BLKWO_Stancil_David_Culture,BLKWO_Stancil_Ruthie_Science,BLKMAN_Lyles_Ruthie_Science,BLKMAN_Lyles_Ruthie_Culture,BLKMAN_Lyles_David_Science,BLKMAN_Lyles_David_Culture,BLKMAN_Pyronneau_David_Science,BLKMAN_PYRONNEAU_Ruthie_Culture,BLKMAN_PYRONNEAU_Ruthie_Science,BLKMAN_PYRONNEAU_David_Culture,WHTMAN_Keating_David_Culture,WHTMAN_Keating_Ruthie_Culture,WHTMAN_Keating_Ruthie_Science,WHTMAN_Keating_David_Science,WHTMAN_Gansky_Ruthie_Science,WHTMAN_Gansky_Ruthie_Culture,WHTMAN_Gansky_David_Culture,WHTMAN_Gansky_David_Science,WHTWO_Gallagher_Ruthie_Science,WHTWO_Gallagher_Ruthie_Culture,WHTWO_Gallagher_David_Science,WHTWO_Gallagher_David_Culture,WHTWO_Behrman_David_Culture,WHTWO_Behrman_Ruthie_Science,WHTWO_Behrman_Ruthie_Culture,WHTWO_Behrman_David_Science,Zdurationinseconds,duration_exclude,media_use,pre_learning,pre_riskbenefit,trust_all,source_blkwo_bright_warm,source_blkwo_bright_expert,view_blkwo_bright,source_blkwo_stancil_warm,source_blkwo_stancil_expert,view_blkwo_stancil,source_blkman_lyles_warm,source_blkman_lyles_expert,view_blkman_lyles,source_blkman_pyr_warm,source_blkman_pyr_expert,view_blkman_pyr,source_whtwo_beh_warm,source_whtwo_beh_expert,view_whtwo_beh,source_whtwo_gal_warm,source_whtwo_gal_expert,view_whtwo_gal,source_whtman_gansky_warm,source_whtman_gansky_expert,view_whtman_gansk,source_whtman_keat_warm,source_whtman_keat_expert,view_whtman_keat,transport_david,identification_david,transport_ruthie,identification_ruthie,post_interest_all,post_riskbenefit,race_film_all,moral_all,need_all,postknowledge_david_1_scored,postknowledge_david_2_scored,postknowledge_david_3_scored,david_knowledge_score,postknowledge_ruthie_1_scored,postknowledge_ruthie_2_scored,postknowledge_ruthie_3_scored,ruthie_knowledge_score,nonmale,female,ethnicity_white,ethnicity_black,poli3,science_experience_score,condition,alb,sci_gend_f,sci_race_blk,intro_sci,warm,expert,Zruthie_knowledge_score,Zdavid_knowledge_score,knowledge
iP01b2f05c53659191,12/23/2022 16:14:01,12/23/2022 16:34:34,12/23/2022 16:34:34,0,100,1233,1,47.20.11.7,R_3MmJ7hHZBoTkxKg,40.9476,-73.8624,Firefox,108.0,Windows NT 10.0,1366x768,anonymous,EN, ,0,0,10/14/1582 0:00:00,37,1,2,1,3,2,1,1,2,5,5,4,5,2,2,3,1,1,3,2,4, , , , , , , , , ,5,5,5,5,5,5,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,5,5,4,5,4,1,2,1, , , , , , , , , , , ,2,1,4,5,4,4,4,4,5,4,5,5,5,4,4,3,3,4,3,3,70,60,50,60,70,50,50,70,60,40,0,1, , , , ,-99,-99,0,5,Very interesting.,2,60,10704,1,1,2,1,2,6,2,4,4,4,1,3,1,5602,1,7,98,5,98,1,NY,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,-.190025788758661,1,2,5,4.5,1.66666666666667, , , , , , , , , , , , , , , , , , , , , , , , ,5,4.6, , ,4.33333333333333,4,4.5,4.5,3.2,1,1,0,2, , , , ,1,1,1,0,3,1,0,0,0,0,0,0,0, ,-.39435464854896,-.39435464854896
iP01cc1cfe30e6335f,12/21/2022 11:28:46,12/21/2022 11:41:30,12/21/2022 11:41:30,0,100,764,1,75.143.64.51,R_e3DoFZajKY9OHhT,32.6414,-85.3755,Chrome,108.0.0.0,Android 11,360x720,anonymous,EN, ,0,0,10/14/1582 0:00:00,44,1,1,1,1,2,1,1,1,4,4,4,4,1,1,1,1,1,1,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3,3,3,3,4,4,4, , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,4,4,99,99,99,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,50,50,50,50,50,50,50,50,50,50,0, , , , ,1,-99,-99,1,5,None,2,32,36801,3,2,2,1,6,3,1,5,1,5,1,2,1,580,3,4,99,6,1,1,AL,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,-.308937974350573,1,1,4,4,1.16666666666667, , , , , , , , , , , , , , , , , , ,3,3,4, , , , , ,4,4,4,4,4,4,3.2, , , , ,0,0,0,0,1,1,0,1,2, ,27,1,0,0,1,3,3,-3.15848882742809, ,-3.15848882742809
iP01e0e0b1ed4a7bf4,12/23/2022 20:52:47,12/23/2022 21:12:17,12/23/2022 21:12:17,0,100,1169,1,50.24.172.237,R_9zfdft0onwZhq4p,32.3607,-95.3094,Safari iPhone,16.1,iPhone,375x812,anonymous,EN, ,0,0,10/14/1582 0:00:00,36,1,2,1,1,1,2,1,2,4,3,3,2,2,4,3,3,2,3,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3,4,4,3,6,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,4,2,6,2,2,-1,2,1,1,1,1,1,1,2,4,4,4,4,3,3,5,4,1,2,1,1,1,100,100,90,90,80,100,90,90,80,80,2, , , , ,1,-99,-99,1,4,-99,2,23,75702,3,2,2,2,7,3,7,5,7,1,2,1,1,8640,1,5,5,6,1,1,TX,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,-.206252611526001,1,2.71428571428571,3.5,2.5,1.33333333333333, , , , , , , , , ,3,3.66666666666667,5, , , , , , , , , , , , , , ,1.66666666666667,3.2,1,1.5,4,3.75,1.2, , , , ,1,0,1,2,1,1,0,1,3, ,12,1,0,1,1,3,3.66666666666667,-.667059981365215, ,-.667059981365215
iP022dd20fbe50d88b,12/23/2022 12:32:05,12/23/2022 12:50:00,12/23/2022 12:50:01,0,100,1075,1,73.8.156.243,R_33D94pZ6c80KobG,41.5092,-87.5938,Chrome,108.0.0.0,Android 13,412x883,anonymous,EN, ,0,0,10/14/1582 0:00:00,52,1,3,4,2,3,2,1,3,4,4,5,6,3,2,4,3,2,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,5,5,5,5,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,5,5,6,3,5,1,2,2,1,2,4,5,5,5,6,6,7,7,7,7,6,5,4,6,2,2,2,1,3,100,70,90,30,80,80,90,80,100,10,1, ,1, , , ,Biology,-99,1,4,-99,1,46,60430,2,2,2,1,3,7,1,8,4,6,1,3,1,1602,2,3,2,3,99,1,IL,1, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,-.230085757465531,1,3.14285714285714,4,5.5,2.5, , , , , , , , , ,4,5,5.66666666666667, , , , , , , , , , , , , , ,5.33333333333333,4,5,6,7,5.25,2, , , , ,1,1,1,3,0,0,0,1,1,1,11,1,0,1,0,4,5,.578654441666222, ,.578654441666222
iP02552414005ad249,12/23/2022 13:32:22,12/23/2022 13:50:50,12/23/2022 13:50:50,0,100,1108,1,71.77.148.147,R_1n29tbOScO5GzMG,35.1243,-78.8979,Chrome,108.0.0.0,Android 11,360x780,anonymous,EN, ,0,0,10/14/1582 0:00:00,76,1,5,5,5,5,5,5,5,7,7,7,7,5,5,5,5,5,5,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,6,6,6,6,7,7,7, , , , , , , , , , , , , , , , , , , , ,7,7,7,7,7,7,7,7,2,2,2,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,4,5,100,100,100,100,100,100,100,100,100,100,2, , ,1, , ,-99,-99,0,1,Great survey,2,39,28390,3,1,2,2,5,1,8,3,3,1,2,1,1,2560,2,4,4,1,1,1,NC,2, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,-.221718801976122,1,5,7,7,5, , , , , , , , , , , , , , , , , , ,5.66666666666667,6,7, , , , , ,7,7,7,7,7,7,4.8, , , , ,1,1,1,3,1,1,1,0,2,1,27,1,0,0,1,5.66666666666667,6,.578654441666222, ,.578654441666222
iP026f0ba8f395313f,12/19/2022 16:59:28,12/19/2022 17:17:14,12/19/2022 17:17:15,0,100,1066,1,71.200.181.93,R_31muR27bCkabbEU,39.6249,-75.8351,Safari iPhone,16.1,iPhone,414x896,anonymous,EN,true,90,0,12/19/2022 22:13:21,32,1,1,1,1,2,1,1,1,4,5,3,4,1,1,1,1,1,1,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,3,3,4,3,4,5,5, , , , , , , , , , , , , , , , , , ,4,5,5,5,4,4,5,4,2,1,99, , , , , , , , , , , ,3,2,3,3,2,4,5,4,4,4,4,4,4,3,5,3,3,2,3,2,50,50,0,100,50,50,50,50,50,50,2, , , , ,1,-99,-99,0,6,-99,2,79,21901,3,1,2,1,5,2,3,3;4,4,7,1,4,1,6162,3,7,7,4,2,1,MD,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,-.232367654417188,1,1,4.5,3.5,1.16666666666667, , , , , , , , , , , , , , , ,3.66666666666667,3.33333333333333,4.66666666666667, , , , , , ,4.66666666666667,4.4, , ,2.66666666666667,4.5,4,4,2.6,1,1,0,2, , , , ,1,1,1,0,3, ,21,0,1,0,1,3.66666666666667,3.33333333333333, ,-.39435464854896,-.39435464854896
iP028eaef4feb42f4e,12/21/2022 19:42:26,12/21/2022 20:07:49,12/21/2022 20:07:49,0,100,1523,1,174.78.12.31,R_sHZsfhwW8SOJ1TP,32.7405,-117.0935,Opera,94.0.0.0,Macintosh,1280x800,anonymous,EN, ,0,0,10/14/1582 0:00:00,53,1,3,4,4,3,3,1,2,6,6,4,5,3,5,4,4,5,2,2,4, , , , , , , , , , , , , , , , , , ,4,5,5,4,5,4,4,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,4,5,5,4,4,4,2,2,-1, , , , , , , , , , , ,4,2,5,5,4,3,5,6,4,4,5,4,3,4,4,2,2,1,2,3,100,50,50,50,80,50,90,20,90,0,1,1, , , , ,-99,-99,0,1,"if left to the winds of fate we would perish, man should be human to all men",1,69,90680,4,2,2,2,9,5,3,4,8,1,1,4,1,4472,1,1,4,1,99,1,CA,1, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,-.116497998094153,1,3.57142857142857,6,4.5,2.83333333333333, , , , , , ,4.66666666666667,4.33333333333333,5.33333333333333, , , , , , , , , , , , , , , ,5,4.4, , ,4.66666666666667,4,4.75,3.75,2,1,1,1,3, , , , ,0,0,0,1,1,1,13,0,0,1,1,4.66666666666667,4.33333333333333, ,.820640847587717,.820640847587717
iP02ce1c31c283ede3,12/24/2022 2:43:10,12/24/2022 2:57:59,12/24/2022 2:57:59,0,100,889,1,97.70.151.213,R_56ElPHabQDlmt3j,42.4736,-83.5186,Chrome,108.0.0.0,Windows NT 10.0,1536x864,anonymous,EN,true,100,0,12/23/2022 21:51:43,66,1,5,4,5,5,3,1,3,7,7,7,7,4,4,5,4,4,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,4,6,5,5,5,5,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6,3,6,6,6,6,6,1,2,2,4,2,6,6,3,6,7,4,5,5,5,3,3,5,5,3,4,4,2,4,80,60,70,60,70,80,80,60,50,40,1,1, , , , ,-99,-99,1,4,-99,1,18,48334,2,2,2,1,3,2,5,8;4,2,8,1,3,1,2162,1,3,3,2,9,1,MI,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,-.277244961133112,1,4,7,7,3.5, , , , , , , , , ,4.33333333333333,5.33333333333333,5.33333333333333, , , , , , , , , , , , , , ,4.33333333333333,6,5,6.5,4.75,4,3.4, , , , ,1,1,1,3,0,0,0,1,1,1,12,1,0,1,1,4.33333333333333,5.33333333333333,.578654441666222, ,.578654441666222
iP02de4fb3accf5c1e,12/22/2022 19:13:22,12/22/2022 19:28:20,12/22/2022 19:28:20,0,100,897,1,67.250.24.161,R_2z8h0cAXNMJCwkc,40.6631,-73.7601,Chrome,108.0.0.0,Android 12,360x800,anonymous,EN, ,0,0,10/14/1582 0:00:00,58,1,4,3,3,3,3,2,3,5,5,5,5,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,6,6,6,6,6,6,2,2,2, , , , , , , , , , , ,4,2,6,6,7,6,6,6,6,6,6,6,6,7,6,4,4,5,4,3,100,100,100,100,100,90,100,90,100,100,0, , , , ,1,-99,-99,0,3,-99,1,28,11413,1,2,2,2,2,3,1,4,4,11,1,1,1,5602,2,6,6,1,99,1,NY,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-.275216608287195,1,4,5,5,2.83333333333333,6,6,6.33333333333333,6,6,6.33333333333333, , , , , , , , , , , , , , , , , , ,6.33333333333333,6, , ,6.33333333333333,6,6,6.25,4,1,1,0,2, , , , ,0,0,0,1,3, ,3,0,1,1,1,6,6, ,-.39435464854896,-.39435464854896
iP02f76a6d2f05cc9e,12/22/2022 12:07:30,12/22/2022 12:29:15,12/22/2022 12:29:15,0,100,1305,1,68.206.40.186,R_xzV21OZtteq0xyx,29.9177,-93.9244,Chrome,108.0.0.0,Android 12,432x960,anonymous,EN, ,0,0,10/14/1582 0:00:00,59,1,3,3,4,3,4,3,3,7,7,7,7,3,3,4,4,5,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,6,6,6,6,6,6,6,6,6,5,7,6,6,6,6,2,2,2, , , , , , , , , , , ,3,3,5,5,5,5,6,5,6,5,6,3,5,4,5,3,4,3,4,4,100,50,50,50,50,50,50,60,60,50,0, , , , ,1,-99,-99,1,5,-99,2,36,77642,3,2,2,1,7,3,4,4,4,6,1,3,1,840,1,4,99,1,99,1,TX,2, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,-.171770613145404,1,3.85714285714286,7,7,3.33333333333333, , , , , , , , , , , , , , , , , , , , , ,6,6,6,5.66666666666667,6.2, , ,5,5.5,5.5,4.25,3.6,1,1,0,2, , , , ,1,1,0,1,2, ,30,0,0,0,1,6,6, ,-.39435464854896,-.39435464854896
iP0389e9b5b1ed8ecc,12/26/2022 10:52:41,12/26/2022 11:31:46,12/26/2022 11:31:46,0,100,2344,1,174.231.210.157,R_qDyZXdqYwW4MALf,40.0818,-82.9665,Chrome,108.0.0.0,Android 10,424x848,anonymous,EN, ,0,0,10/14/1582 0:00:00,33,1,2,2,2,2,1,1,2,4,5,4,4,1,2,1,2,2,3,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,3,4,5,5,4,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,6,6,5,4,5,6,6,5,6,4,4,6,6,4,4,3,2,3,100,100,60,60,80,80,100,80,100,30,0, , ,1, , ,-99,-99,1,7,"If possible, keep us more informed about this break through.",2,54,43220,2,2,2, ,3,3,6, , ,1, , , ,1840, ,4,4, ,99, ,OH,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,.0916617127181265,1,1.85714285714286,4.5,4,1.66666666666667, , , , , , , , , , , , , , , ,5,4.66666666666667,5.33333333333333, , , , , , , , , , ,5.66666666666667,4.5,5.75,5,3.2, , , , , , , , ,1,1,0,1,2,1,18,1,1,0,0,5,4.66666666666667, , , 
iP038e05b0aab6efaf,12/22/2022 14:16:06,12/22/2022 14:35:44,12/22/2022 14:35:44,0,100,1177,1,172.58.228.133,R_2ZUleMVG528dhPu,40.6764,-73.8753,Chrome,108.0.0.0,Android 12,320x712,anonymous,EN,true,100,0,12/22/2022 20:40:12,51,1,4,5,4,5,5,5,3,7,7,7,7,2,1,1,1,3,3,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,6,6,6,6,4,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,7,7,7,7,7,2,2,1, , , , , , , , , , , ,5,2,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,1,1,1,100,80,100,60,100,100,100,100,100,90,0, , , , ,1,-99,-99,1,8,My God brother died from sickle cell,1,55,10009,1,2,2,2,2,5,1,4,1,4,1,1,1,5602,1,4,6,7,1,2,NY,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,-.204224258680084,1,2,7,7,4.5, , , , , , , , , , , , ,6,6,6, , , , , , , , , ,7,7, , ,7,7,7,7,2.6,1,1,0,2, , , , ,0,0,0,1,2, ,24,0,1,0,1,6,6, ,-.39435464854896,-.39435464854896
iP03a7179a8ee8431b,12/22/2022 19:57:01,12/22/2022 20:59:33,12/22/2022 20:59:34,0,100,3751,1,67.49.122.201,R_XFmGLD3kZX6BhSh,34.1619,-116.4335,Chrome,108.0.0.0,Android 10,412x862,anonymous,EN, ,0,0,10/14/1582 0:00:00,53,1,3,3,3,3,3,2,2,6,6,4,4,2,3,3,4,5,2,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,5,5,5,5,5,7,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,6,7,6,6,6,7,2,2,-2, , , , , , , , , , , ,4,4,6,6,6,4,5,7,7,6,7,6,5,6,6,3,3,3,1,1,70,80,70,60,70,80,80,50,80,50,1,1,1, , , ,Radiology,-99,0,4,Thank you for allowing me to be apart of this survey.
I found the survey very interesting. I was aware of the crispr techniques due to my years at UCLA Medical Center. I was not aware of the link between malaria and sickle cell. My 27 year old son carrys the sickle cell trait. I was aware of certain issues that having the sickle cell trait can bring about. I found the malaria vs sickle cell information quite interesting. Another informational point on having the sickle cell trait. I'll definitely inform my son of this.
I'm very appreciative to your survey for this information. I'll forever remember University of Wisconsin.
Good Luck in all your future endeavors.
A Big Thank You!,2,65,92284,4,2,2,2,9,5,3,4,4,5,1,1,1,4472,3,2,4,1,99,1,CA,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , ,.448398269493861,1,3.42857142857143,6,4,2.66666666666667, , , , , , , , , ,4.66666666666667,5,6, , , , , , , , , , , , ,6,6.4, , ,6,4.5,6.75,5.75,2.2,1,1,1,3, , , , ,1,1,0,1,1,2,15,0,0,1,0,4.66666666666667,5, ,.820640847587717,.820640847587717
iP03cbeebcb6384b05,12/22/2022 14:55:46,12/22/2022 15:19:07,12/22/2022 15:19:07,0,100,1400,1,108.193.42.66,R_2f24wOuZenhN0ia,35.4467,-82.4978,Chrome,108.0.0.0,Android 12,412x915,anonymous,EN, ,0,0,10/14/1582 0:00:00,45,1,1,3,3,3,3,3,3,5,6,5,6,2,1,2,1,1,1,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,5,5,5,7,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,5,6,6,5,5,4,2,2,2,4,2,5,5,4,6,6,4,5,4,5,5,5,5,6,4,4,3,3,3,80,80,60,80,80,80,80,80,80,80,0, , , , ,1,-99,-99,0,4,"This story was very interesting. It does create moral issues,  for example how much ""modification"" do we 
Perform. It's a  very powerful tool , much thought must be given to It's applications.",1,73,28732,3,1,2,2,5,3,2,4,4,3,1,3,1, ,2,4,4,5,1,1,NC,1, , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,-.147683923100134,1,1.42857142857143,5.5,5.5,3, , , , , , , , , ,5,5,7, , , , , , , , , , , , , , ,6,5.2,4.66666666666667,6,4.5,5.25,3.4, , , , ,1,1,1,3,0,0,1,0,2, ,12,1,0,1,1,5,5,.578654441666222, ,.578654441666222
iP03f98386dcd9aa34,12/21/2022 14:09:16,12/21/2022 14:33:56,12/21/2022 14:33:56,0,100,1479,1,172.58.84.182,R_Z9pmtmnzqyfcIPD,44.9764,-93.224,Chrome,106.0.0.0,Android 12,339x753,anonymous,EN, ,0,0,10/14/1582 0:00:00,41,1,2,3,3,3,3,1,3,4,5,4,4,2,1,3,1,1,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,5,5,5,4,5,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,4,5,5,4,5,4,1,1,1,2,4,4,4,4,4,5,4,4,4,4,5,4,4,4,3,3,3,3,3,60,60,40,50,80,70,60,60,60,50,2, , , , ,1,-99,-99,0,8,-99,2,45,55128,2,1,2,1,4,2,7,4,3,99,2,1,1,5120,2,4,99,2,1,1,MN,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,-.127653938746699,1,2.14285714285714,4.5,4,2.66666666666667, , , , , , , , , , , , ,5,5,5, , , , , , , , , , , ,4.33333333333333,4.6,4,4.5,4,4.25,3, , , , ,1,1,1,3,1,1,1,0,2, ,19,1,1,0,0,5,5,.578654441666222, ,.578654441666222
iP040a3557ed86c8f0,12/26/2022 12:25:45,12/26/2022 12:48:03,12/26/2022 12:48:04,0,100,1338,1,174.246.129.35,R_12x7sPhjgdlu9vU,32.7908,-96.8336,Chrome,108.0.0.0,Android 13,384x854,anonymous,EN,true,100,0,12/26/2022 18:48:28,46,1,3,4,5,4,3,3,3,6,6,7,7,1,3,1,1,1,4,4,4,6,6,6,5,5,5,6,7,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,7,7,7,7,6,4,1,2,-2, , , , , , , , , , , ,3,3,6,6,5,6,7,6,7,6,7,7,6,7,7,3,4,2,1,3,90,90,80,50,90,70,90,90,80,40,0, , , , ,1,-99,-99,1,3,"I thought the film was interesting, I have relatives that could benefit from gene splicing. It makes you kind of curious what processes are available and who's benefit from them",2,65,75570,3,1,2,1,7,3,8,4,4,3,2,2,1,8360,3,4,3,2,99,1,TX,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-.163403657655995,1,2.14285714285714,6,7,3.66666666666667,6,5,6.33333333333333,6,5,6.33333333333333, , , , , , , , , , , , , , , , , , ,6.66666666666667,6.2, , ,5.66666666666667,6.5,6.5,6.75,2.6,1,1,1,3, , , , ,1,1,1,0,2, ,3,0,1,1,1,6,5, ,.820640847587717,.820640847587717
